org_id, dup_id
rec-4967-org, rec-4967-dup-0
rec-2142-org, rec-2142-dup-0
rec-1534-org, rec-1534-dup-0
rec-3387-org, rec-3387-dup-0
rec-6980-org, rec-6980-dup-0
rec-1507-org, rec-1507-dup-0
rec-3249-org, rec-3249-dup-0
rec-1241-org, rec-1241-dup-0
rec-2106-org, rec-2106-dup-0
rec-1443-org, rec-1443-dup-0
rec-4113-org, rec-4113-dup-0
rec-1062-org, rec-1062-dup-0
rec-2251-org, rec-2251-dup-0
rec-2139-org, rec-2139-dup-0
rec-2054-org, rec-2054-dup-0
rec-2507-org, rec-2507-dup-0
rec-4597-org, rec-4597-dup-0
rec-8433-org, rec-8433-dup-0
rec-8511-org, rec-8511-dup-0
rec-8798-org, rec-8798-dup-0
rec-3126-org, rec-3126-dup-0
rec-2669-org, rec-2669-dup-0
rec-6630-org, rec-6630-dup-0
rec-733-org, rec-733-dup-0
rec-615-org, rec-615-dup-0
rec-3483-org, rec-3483-dup-0
rec-3781-org, rec-3781-dup-0
rec-4164-org, rec-4164-dup-0
rec-3696-org, rec-3696-dup-0
rec-314-org, rec-314-dup-0
rec-6166-org, rec-6166-dup-0
rec-2500-org, rec-2500-dup-0
rec-4441-org, rec-4441-dup-0
rec-6346-org, rec-6346-dup-0
rec-7732-org, rec-7732-dup-0
rec-7518-org, rec-7518-dup-0
rec-3335-org, rec-3335-dup-0
rec-8913-org, rec-8913-dup-0
rec-2675-org, rec-2675-dup-0
rec-7901-org, rec-7901-dup-0
rec-5729-org, rec-5729-dup-0
rec-1681-org, rec-1681-dup-0
rec-2843-org, rec-2843-dup-0
rec-4252-org, rec-4252-dup-0
rec-5696-org, rec-5696-dup-0
rec-234-org, rec-234-dup-0
rec-6020-org, rec-6020-dup-0
rec-8572-org, rec-8572-dup-0
rec-5202-org, rec-5202-dup-0
rec-1234-org, rec-1234-dup-0
rec-1197-org, rec-1197-dup-0
rec-2789-org, rec-2789-dup-0
rec-512-org, rec-512-dup-0
rec-8922-org, rec-8922-dup-0
rec-4308-org, rec-4308-dup-0
rec-4957-org, rec-4957-dup-0
rec-8045-org, rec-8045-dup-0
rec-8651-org, rec-8651-dup-0
rec-5288-org, rec-5288-dup-0
rec-4701-org, rec-4701-dup-0
rec-8361-org, rec-8361-dup-0
rec-2053-org, rec-2053-dup-0
rec-8946-org, rec-8946-dup-0
rec-6779-org, rec-6779-dup-0
rec-2434-org, rec-2434-dup-0
rec-890-org, rec-890-dup-0
rec-6367-org, rec-6367-dup-0
rec-1100-org, rec-1100-dup-0
rec-6998-org, rec-6998-dup-0
rec-4454-org, rec-4454-dup-0
rec-4055-org, rec-4055-dup-0
rec-3197-org, rec-3197-dup-0
rec-6120-org, rec-6120-dup-0
rec-828-org, rec-828-dup-0
rec-6961-org, rec-6961-dup-0
rec-4834-org, rec-4834-dup-0
rec-2777-org, rec-2777-dup-0
rec-3032-org, rec-3032-dup-0
rec-7147-org, rec-7147-dup-0
rec-4451-org, rec-4451-dup-0
rec-7963-org, rec-7963-dup-0
rec-2411-org, rec-2411-dup-0
rec-201-org, rec-201-dup-0
rec-4630-org, rec-4630-dup-0
rec-5685-org, rec-5685-dup-0
rec-7701-org, rec-7701-dup-0
rec-1719-org, rec-1719-dup-0
rec-1953-org, rec-1953-dup-0
rec-1938-org, rec-1938-dup-0
rec-2478-org, rec-2478-dup-0
rec-7334-org, rec-7334-dup-0
rec-5644-org, rec-5644-dup-0
rec-7344-org, rec-7344-dup-0
rec-8269-org, rec-8269-dup-0
rec-5743-org, rec-5743-dup-0
rec-7277-org, rec-7277-dup-0
rec-8847-org, rec-8847-dup-0
rec-1940-org, rec-1940-dup-0
rec-5528-org, rec-5528-dup-0
rec-6632-org, rec-6632-dup-0
rec-891-org, rec-891-dup-0
rec-6933-org, rec-6933-dup-0
rec-4696-org, rec-4696-dup-0
rec-7463-org, rec-7463-dup-0
rec-3937-org, rec-3937-dup-0
rec-5756-org, rec-5756-dup-0
rec-8882-org, rec-8882-dup-0
rec-2957-org, rec-2957-dup-0
rec-7473-org, rec-7473-dup-0
rec-3899-org, rec-3899-dup-0
rec-1647-org, rec-1647-dup-0
rec-4206-org, rec-4206-dup-0
rec-6214-org, rec-6214-dup-0
rec-1392-org, rec-1392-dup-0
rec-5120-org, rec-5120-dup-0
rec-8362-org, rec-8362-dup-0
rec-5329-org, rec-5329-dup-0
rec-5886-org, rec-5886-dup-0
rec-244-org, rec-244-dup-0
rec-884-org, rec-884-dup-0
rec-6681-org, rec-6681-dup-0
rec-3877-org, rec-3877-dup-0
rec-3475-org, rec-3475-dup-0
rec-1995-org, rec-1995-dup-0
rec-7784-org, rec-7784-dup-0
rec-1502-org, rec-1502-dup-0
rec-1934-org, rec-1934-dup-0
rec-5780-org, rec-5780-dup-0
rec-8607-org, rec-8607-dup-0
rec-8631-org, rec-8631-dup-0
rec-3375-org, rec-3375-dup-0
rec-2712-org, rec-2712-dup-0
rec-6908-org, rec-6908-dup-0
rec-5030-org, rec-5030-dup-0
rec-5154-org, rec-5154-dup-0
rec-4929-org, rec-4929-dup-0
rec-7200-org, rec-7200-dup-0
rec-1961-org, rec-1961-dup-0
rec-7881-org, rec-7881-dup-0
rec-8783-org, rec-8783-dup-0
rec-5326-org, rec-5326-dup-0
rec-8414-org, rec-8414-dup-0
rec-3370-org, rec-3370-dup-0
rec-2928-org, rec-2928-dup-0
rec-5632-org, rec-5632-dup-0
rec-3656-org, rec-3656-dup-0
rec-5393-org, rec-5393-dup-0
rec-1697-org, rec-1697-dup-0
rec-6441-org, rec-6441-dup-0
rec-6607-org, rec-6607-dup-0
rec-5853-org, rec-5853-dup-0
rec-5750-org, rec-5750-dup-0
rec-5140-org, rec-5140-dup-0
rec-6168-org, rec-6168-dup-0
rec-6585-org, rec-6585-dup-0
rec-3342-org, rec-3342-dup-0
rec-633-org, rec-633-dup-0
rec-8984-org, rec-8984-dup-0
rec-5100-org, rec-5100-dup-0
rec-3697-org, rec-3697-dup-0
rec-3718-org, rec-3718-dup-0
rec-5904-org, rec-5904-dup-0
rec-5941-org, rec-5941-dup-0
rec-5408-org, rec-5408-dup-0
rec-2422-org, rec-2422-dup-0
rec-4085-org, rec-4085-dup-0
rec-7227-org, rec-7227-dup-0
rec-4047-org, rec-4047-dup-0
rec-4219-org, rec-4219-dup-0
rec-25-org, rec-25-dup-0
rec-2812-org, rec-2812-dup-0
rec-3311-org, rec-3311-dup-0
rec-7092-org, rec-7092-dup-0
rec-7717-org, rec-7717-dup-0
rec-8643-org, rec-8643-dup-0
rec-3043-org, rec-3043-dup-0
rec-550-org, rec-550-dup-0
rec-841-org, rec-841-dup-0
rec-5963-org, rec-5963-dup-0
rec-4651-org, rec-4651-dup-0
rec-1765-org, rec-1765-dup-0
rec-5999-org, rec-5999-dup-0
rec-266-org, rec-266-dup-0
rec-898-org, rec-898-dup-0
rec-1472-org, rec-1472-dup-0
rec-3845-org, rec-3845-dup-0
rec-7330-org, rec-7330-dup-0
rec-5766-org, rec-5766-dup-0
rec-1947-org, rec-1947-dup-0
rec-7740-org, rec-7740-dup-0
rec-4573-org, rec-4573-dup-0
rec-6767-org, rec-6767-dup-0
rec-5068-org, rec-5068-dup-0
rec-8756-org, rec-8756-dup-0
rec-5680-org, rec-5680-dup-0
rec-1974-org, rec-1974-dup-0
rec-603-org, rec-603-dup-0
rec-376-org, rec-376-dup-0
rec-2750-org, rec-2750-dup-0
rec-7105-org, rec-7105-dup-0
rec-5949-org, rec-5949-dup-0
rec-2651-org, rec-2651-dup-0
rec-2368-org, rec-2368-dup-0
rec-7625-org, rec-7625-dup-0
rec-1572-org, rec-1572-dup-0
rec-4874-org, rec-4874-dup-0
rec-3726-org, rec-3726-dup-0
rec-7363-org, rec-7363-dup-0
rec-8944-org, rec-8944-dup-0
rec-1527-org, rec-1527-dup-0
rec-7500-org, rec-7500-dup-0
rec-3366-org, rec-3366-dup-0
rec-1115-org, rec-1115-dup-0
rec-4157-org, rec-4157-dup-0
rec-702-org, rec-702-dup-0
rec-4005-org, rec-4005-dup-0
rec-1304-org, rec-1304-dup-0
rec-4222-org, rec-4222-dup-0
rec-5908-org, rec-5908-dup-0
rec-6137-org, rec-6137-dup-0
rec-8555-org, rec-8555-dup-0
rec-7284-org, rec-7284-dup-0
rec-7523-org, rec-7523-dup-0
rec-1492-org, rec-1492-dup-0
rec-114-org, rec-114-dup-0
rec-7992-org, rec-7992-dup-0
rec-8741-org, rec-8741-dup-0
rec-1353-org, rec-1353-dup-0
rec-849-org, rec-849-dup-0
rec-7619-org, rec-7619-dup-0
rec-30-org, rec-30-dup-0
rec-4972-org, rec-4972-dup-0
rec-4098-org, rec-4098-dup-0
rec-6356-org, rec-6356-dup-0
rec-2160-org, rec-2160-dup-0
rec-4310-org, rec-4310-dup-0
rec-5390-org, rec-5390-dup-0
rec-8063-org, rec-8063-dup-0
rec-8422-org, rec-8422-dup-0
rec-4520-org, rec-4520-dup-0
rec-8085-org, rec-8085-dup-0
rec-8881-org, rec-8881-dup-0
rec-7245-org, rec-7245-dup-0
rec-8238-org, rec-8238-dup-0
rec-405-org, rec-405-dup-0
rec-189-org, rec-189-dup-0
rec-8169-org, rec-8169-dup-0
rec-3693-org, rec-3693-dup-0
rec-7214-org, rec-7214-dup-0
rec-5439-org, rec-5439-dup-0
rec-44-org, rec-44-dup-0
rec-3706-org, rec-3706-dup-0
rec-5442-org, rec-5442-dup-0
rec-5376-org, rec-5376-dup-0
rec-6911-org, rec-6911-dup-0
rec-7482-org, rec-7482-dup-0
rec-8359-org, rec-8359-dup-0
rec-1571-org, rec-1571-dup-0
rec-2186-org, rec-2186-dup-0
rec-8987-org, rec-8987-dup-0
rec-5543-org, rec-5543-dup-0
rec-2225-org, rec-2225-dup-0
rec-742-org, rec-742-dup-0
rec-2353-org, rec-2353-dup-0
rec-6136-org, rec-6136-dup-0
rec-508-org, rec-508-dup-0
rec-2135-org, rec-2135-dup-0
rec-2223-org, rec-2223-dup-0
rec-6862-org, rec-6862-dup-0
rec-7669-org, rec-7669-dup-0
rec-1603-org, rec-1603-dup-0
rec-5664-org, rec-5664-dup-0
rec-2551-org, rec-2551-dup-0
rec-6270-org, rec-6270-dup-0
rec-8316-org, rec-8316-dup-0
rec-768-org, rec-768-dup-0
rec-8688-org, rec-8688-dup-0
rec-6051-org, rec-6051-dup-0
rec-7301-org, rec-7301-dup-0
rec-4883-org, rec-4883-dup-0
rec-1902-org, rec-1902-dup-0
rec-6332-org, rec-6332-dup-0
rec-6289-org, rec-6289-dup-0
rec-598-org, rec-598-dup-0
rec-1943-org, rec-1943-dup-0
rec-3362-org, rec-3362-dup-0
rec-8255-org, rec-8255-dup-0
rec-348-org, rec-348-dup-0
rec-6687-org, rec-6687-dup-0
rec-5141-org, rec-5141-dup-0
rec-7692-org, rec-7692-dup-0
rec-2012-org, rec-2012-dup-0
rec-3182-org, rec-3182-dup-0
rec-7626-org, rec-7626-dup-0
rec-8180-org, rec-8180-dup-0
rec-1600-org, rec-1600-dup-0
rec-2167-org, rec-2167-dup-0
rec-5155-org, rec-5155-dup-0
rec-4791-org, rec-4791-dup-0
rec-5394-org, rec-5394-dup-0
rec-1021-org, rec-1021-dup-0
rec-7591-org, rec-7591-dup-0
rec-6545-org, rec-6545-dup-0
rec-2491-org, rec-2491-dup-0
rec-662-org, rec-662-dup-0
rec-3922-org, rec-3922-dup-0
rec-7587-org, rec-7587-dup-0
rec-4115-org, rec-4115-dup-0
rec-6872-org, rec-6872-dup-0
rec-261-org, rec-261-dup-0
rec-5128-org, rec-5128-dup-0
rec-1529-org, rec-1529-dup-0
rec-3125-org, rec-3125-dup-0
rec-1223-org, rec-1223-dup-0
rec-8240-org, rec-8240-dup-0
rec-4377-org, rec-4377-dup-0
rec-1891-org, rec-1891-dup-0
rec-3133-org, rec-3133-dup-0
rec-7927-org, rec-7927-dup-0
rec-2321-org, rec-2321-dup-0
rec-1079-org, rec-1079-dup-0
rec-8440-org, rec-8440-dup-0
rec-6560-org, rec-6560-dup-0
rec-5301-org, rec-5301-dup-0
rec-3037-org, rec-3037-dup-0
rec-1133-org, rec-1133-dup-0
rec-5580-org, rec-5580-dup-0
rec-6208-org, rec-6208-dup-0
rec-6888-org, rec-6888-dup-0
rec-1927-org, rec-1927-dup-0
rec-4725-org, rec-4725-dup-0
rec-4553-org, rec-4553-dup-0
rec-6071-org, rec-6071-dup-0
rec-969-org, rec-969-dup-0
rec-142-org, rec-142-dup-0
rec-2059-org, rec-2059-dup-0
rec-7937-org, rec-7937-dup-0
rec-6328-org, rec-6328-dup-0
rec-2886-org, rec-2886-dup-0
rec-2296-org, rec-2296-dup-0
rec-2417-org, rec-2417-dup-0
rec-2427-org, rec-2427-dup-0
rec-3603-org, rec-3603-dup-0
rec-4101-org, rec-4101-dup-0
rec-4432-org, rec-4432-dup-0
rec-5530-org, rec-5530-dup-0
rec-3665-org, rec-3665-dup-0
rec-1538-org, rec-1538-dup-0
rec-6707-org, rec-6707-dup-0
rec-1054-org, rec-1054-dup-0
rec-8153-org, rec-8153-dup-0
rec-1614-org, rec-1614-dup-0
rec-537-org, rec-537-dup-0
rec-466-org, rec-466-dup-0
rec-2243-org, rec-2243-dup-0
rec-1915-org, rec-1915-dup-0
rec-3130-org, rec-3130-dup-0
rec-4419-org, rec-4419-dup-0
rec-4942-org, rec-4942-dup-0
rec-8564-org, rec-8564-dup-0
rec-3459-org, rec-3459-dup-0
rec-4309-org, rec-4309-dup-0
rec-117-org, rec-117-dup-0
rec-46-org, rec-46-dup-0
rec-4680-org, rec-4680-dup-0
rec-3886-org, rec-3886-dup-0
rec-214-org, rec-214-dup-0
rec-7136-org, rec-7136-dup-0
rec-2457-org, rec-2457-dup-0
rec-7622-org, rec-7622-dup-0
rec-8027-org, rec-8027-dup-0
rec-2449-org, rec-2449-dup-0
rec-3739-org, rec-3739-dup-0
rec-5768-org, rec-5768-dup-0
rec-8498-org, rec-8498-dup-0
rec-8771-org, rec-8771-dup-0
rec-3244-org, rec-3244-dup-0
rec-8215-org, rec-8215-dup-0
rec-5854-org, rec-5854-dup-0
rec-155-org, rec-155-dup-0
rec-3770-org, rec-3770-dup-0
rec-8742-org, rec-8742-dup-0
rec-1668-org, rec-1668-dup-0
rec-6226-org, rec-6226-dup-0
rec-2834-org, rec-2834-dup-0
rec-7066-org, rec-7066-dup-0
rec-7683-org, rec-7683-dup-0
rec-5811-org, rec-5811-dup-0
rec-4176-org, rec-4176-dup-0
rec-511-org, rec-511-dup-0
rec-5787-org, rec-5787-dup-0
rec-6483-org, rec-6483-dup-0
rec-2235-org, rec-2235-dup-0
rec-5992-org, rec-5992-dup-0
rec-8213-org, rec-8213-dup-0
rec-5273-org, rec-5273-dup-0
rec-4887-org, rec-4887-dup-0
rec-2817-org, rec-2817-dup-0
rec-1189-org, rec-1189-dup-0
rec-7379-org, rec-7379-dup-0
rec-3977-org, rec-3977-dup-0
rec-1436-org, rec-1436-dup-0
rec-6982-org, rec-6982-dup-0
rec-6451-org, rec-6451-dup-0
rec-724-org, rec-724-dup-0
rec-8096-org, rec-8096-dup-0
rec-8077-org, rec-8077-dup-0
rec-5218-org, rec-5218-dup-0
rec-8112-org, rec-8112-dup-0
rec-2905-org, rec-2905-dup-0
rec-4664-org, rec-4664-dup-0
rec-1174-org, rec-1174-dup-0
rec-2681-org, rec-2681-dup-0
rec-4161-org, rec-4161-dup-0
rec-7253-org, rec-7253-dup-0
rec-3783-org, rec-3783-dup-0
rec-2633-org, rec-2633-dup-0
rec-4177-org, rec-4177-dup-0
rec-7141-org, rec-7141-dup-0
rec-5655-org, rec-5655-dup-0
rec-2605-org, rec-2605-dup-0
rec-5905-org, rec-5905-dup-0
rec-8805-org, rec-8805-dup-0
rec-3407-org, rec-3407-dup-0
rec-8807-org, rec-8807-dup-0
rec-1300-org, rec-1300-dup-0
rec-462-org, rec-462-dup-0
rec-1610-org, rec-1610-dup-0
rec-5555-org, rec-5555-dup-0
rec-1828-org, rec-1828-dup-0
rec-2620-org, rec-2620-dup-0
rec-1530-org, rec-1530-dup-0
rec-8127-org, rec-8127-dup-0
rec-2113-org, rec-2113-dup-0
rec-5181-org, rec-5181-dup-0
rec-3647-org, rec-3647-dup-0
rec-1955-org, rec-1955-dup-0
rec-7654-org, rec-7654-dup-0
rec-5008-org, rec-5008-dup-0
rec-8812-org, rec-8812-dup-0
rec-5253-org, rec-5253-dup-0
rec-6616-org, rec-6616-dup-0
rec-2563-org, rec-2563-dup-0
rec-7149-org, rec-7149-dup-0
rec-2897-org, rec-2897-dup-0
rec-7614-org, rec-7614-dup-0
rec-1-org, rec-1-dup-0
rec-1477-org, rec-1477-dup-0
rec-887-org, rec-887-dup-0
rec-4578-org, rec-4578-dup-0
rec-8889-org, rec-8889-dup-0
rec-7499-org, rec-7499-dup-0
rec-786-org, rec-786-dup-0
rec-3301-org, rec-3301-dup-0
rec-4256-org, rec-4256-dup-0
rec-7758-org, rec-7758-dup-0
rec-3522-org, rec-3522-dup-0
rec-7850-org, rec-7850-dup-0
rec-5492-org, rec-5492-dup-0
rec-8252-org, rec-8252-dup-0
rec-6765-org, rec-6765-dup-0
rec-7828-org, rec-7828-dup-0
rec-4254-org, rec-4254-dup-0
rec-1917-org, rec-1917-dup-0
rec-6117-org, rec-6117-dup-0
rec-1986-org, rec-1986-dup-0
rec-3030-org, rec-3030-dup-0
rec-4027-org, rec-4027-dup-0
rec-5673-org, rec-5673-dup-0
rec-3352-org, rec-3352-dup-0
rec-1752-org, rec-1752-dup-0
rec-1619-org, rec-1619-dup-0
rec-7764-org, rec-7764-dup-0
rec-7177-org, rec-7177-dup-0
rec-3892-org, rec-3892-dup-0
rec-8677-org, rec-8677-dup-0
rec-2447-org, rec-2447-dup-0
rec-8851-org, rec-8851-dup-0
rec-6241-org, rec-6241-dup-0
rec-4731-org, rec-4731-dup-0
rec-4430-org, rec-4430-dup-0
rec-1736-org, rec-1736-dup-0
rec-2641-org, rec-2641-dup-0
rec-586-org, rec-586-dup-0
rec-3201-org, rec-3201-dup-0
rec-8537-org, rec-8537-dup-0
rec-329-org, rec-329-dup-0
rec-3600-org, rec-3600-dup-0
rec-3134-org, rec-3134-dup-0
rec-1385-org, rec-1385-dup-0
rec-5362-org, rec-5362-dup-0
rec-6634-org, rec-6634-dup-0
rec-5995-org, rec-5995-dup-0
rec-3406-org, rec-3406-dup-0
rec-3010-org, rec-3010-dup-0
rec-7934-org, rec-7934-dup-0
rec-6530-org, rec-6530-dup-0
rec-3632-org, rec-3632-dup-0
rec-8165-org, rec-8165-dup-0
rec-6963-org, rec-6963-dup-0
rec-2310-org, rec-2310-dup-0
rec-6058-org, rec-6058-dup-0
rec-7120-org, rec-7120-dup-0
rec-6507-org, rec-6507-dup-0
rec-185-org, rec-185-dup-0
rec-3208-org, rec-3208-dup-0
rec-3394-org, rec-3394-dup-0
rec-4547-org, rec-4547-dup-0
rec-8996-org, rec-8996-dup-0
rec-6419-org, rec-6419-dup-0
rec-2862-org, rec-2862-dup-0
rec-7745-org, rec-7745-dup-0
rec-4853-org, rec-4853-dup-0
rec-8078-org, rec-8078-dup-0
rec-2508-org, rec-2508-dup-0
rec-6477-org, rec-6477-dup-0
rec-7039-org, rec-7039-dup-0
rec-6728-org, rec-6728-dup-0
rec-6494-org, rec-6494-dup-0
rec-6343-org, rec-6343-dup-0
rec-8159-org, rec-8159-dup-0
rec-7452-org, rec-7452-dup-0
rec-8499-org, rec-8499-dup-0
rec-7649-org, rec-7649-dup-0
rec-2280-org, rec-2280-dup-0
rec-4940-org, rec-4940-dup-0
rec-8218-org, rec-8218-dup-0
rec-3850-org, rec-3850-dup-0
rec-3910-org, rec-3910-dup-0
rec-5065-org, rec-5065-dup-0
rec-4332-org, rec-4332-dup-0
rec-3755-org, rec-3755-dup-0
rec-7960-org, rec-7960-dup-0
rec-5042-org, rec-5042-dup-0
rec-876-org, rec-876-dup-0
rec-1743-org, rec-1743-dup-0
rec-6587-org, rec-6587-dup-0
rec-1325-org, rec-1325-dup-0
rec-7182-org, rec-7182-dup-0
rec-5078-org, rec-5078-dup-0
rec-6377-org, rec-6377-dup-0
rec-953-org, rec-953-dup-0
rec-7403-org, rec-7403-dup-0
rec-3555-org, rec-3555-dup-0
rec-6972-org, rec-6972-dup-0
rec-5697-org, rec-5697-dup-0
rec-1844-org, rec-1844-dup-0
rec-8224-org, rec-8224-dup-0
rec-6578-org, rec-6578-dup-0
rec-226-org, rec-226-dup-0
rec-516-org, rec-516-dup-0
rec-7130-org, rec-7130-dup-0
rec-4982-org, rec-4982-dup-0
rec-283-org, rec-283-dup-0
rec-6456-org, rec-6456-dup-0
rec-4415-org, rec-4415-dup-0
rec-7055-org, rec-7055-dup-0
rec-2011-org, rec-2011-dup-0
rec-6399-org, rec-6399-dup-0
rec-186-org, rec-186-dup-0
rec-8352-org, rec-8352-dup-0
rec-8245-org, rec-8245-dup-0
rec-8103-org, rec-8103-dup-0
rec-1465-org, rec-1465-dup-0
rec-787-org, rec-787-dup-0
rec-2900-org, rec-2900-dup-0
rec-2178-org, rec-2178-dup-0
rec-6934-org, rec-6934-dup-0
rec-1744-org, rec-1744-dup-0
rec-8418-org, rec-8418-dup-0
rec-6060-org, rec-6060-dup-0
rec-8089-org, rec-8089-dup-0
rec-5531-org, rec-5531-dup-0
rec-8577-org, rec-8577-dup-0
rec-576-org, rec-576-dup-0
rec-6366-org, rec-6366-dup-0
rec-8565-org, rec-8565-dup-0
rec-7093-org, rec-7093-dup-0
rec-3766-org, rec-3766-dup-0
rec-8691-org, rec-8691-dup-0
rec-5651-org, rec-5651-dup-0
rec-6543-org, rec-6543-dup-0
rec-2535-org, rec-2535-dup-0
rec-4639-org, rec-4639-dup-0
rec-2838-org, rec-2838-dup-0
rec-6913-org, rec-6913-dup-0
rec-6406-org, rec-6406-dup-0
rec-8552-org, rec-8552-dup-0
rec-6627-org, rec-6627-dup-0
rec-909-org, rec-909-dup-0
rec-5265-org, rec-5265-dup-0
rec-8115-org, rec-8115-dup-0
rec-1879-org, rec-1879-dup-0
rec-1837-org, rec-1837-dup-0
rec-3106-org, rec-3106-dup-0
rec-3885-org, rec-3885-dup-0
rec-135-org, rec-135-dup-0
rec-3109-org, rec-3109-dup-0
rec-6415-org, rec-6415-dup-0
rec-8531-org, rec-8531-dup-0
rec-6958-org, rec-6958-dup-0
rec-8627-org, rec-8627-dup-0
rec-6411-org, rec-6411-dup-0
rec-2538-org, rec-2538-dup-0
rec-7673-org, rec-7673-dup-0
rec-7485-org, rec-7485-dup-0
rec-8420-org, rec-8420-dup-0
rec-6033-org, rec-6033-dup-0
rec-4076-org, rec-4076-dup-0
rec-5976-org, rec-5976-dup-0
rec-6122-org, rec-6122-dup-0
rec-1376-org, rec-1376-dup-0
rec-2914-org, rec-2914-dup-0
rec-6473-org, rec-6473-dup-0
rec-268-org, rec-268-dup-0
rec-6192-org, rec-6192-dup-0
rec-8674-org, rec-8674-dup-0
rec-3782-org, rec-3782-dup-0
rec-4978-org, rec-4978-dup-0
rec-6854-org, rec-6854-dup-0
rec-6262-org, rec-6262-dup-0
rec-292-org, rec-292-dup-0
rec-8520-org, rec-8520-dup-0
rec-2063-org, rec-2063-dup-0
rec-5735-org, rec-5735-dup-0
rec-4060-org, rec-4060-dup-0
rec-802-org, rec-802-dup-0
rec-539-org, rec-539-dup-0
rec-6988-org, rec-6988-dup-0
rec-3265-org, rec-3265-dup-0
rec-2201-org, rec-2201-dup-0
rec-6805-org, rec-6805-dup-0
rec-38-org, rec-38-dup-0
rec-8522-org, rec-8522-dup-0
rec-8696-org, rec-8696-dup-0
rec-7135-org, rec-7135-dup-0
rec-8755-org, rec-8755-dup-0
rec-6462-org, rec-6462-dup-0
rec-3309-org, rec-3309-dup-0
rec-6679-org, rec-6679-dup-0
rec-649-org, rec-649-dup-0
rec-1686-org, rec-1686-dup-0
rec-7401-org, rec-7401-dup-0
rec-1257-org, rec-1257-dup-0
rec-1426-org, rec-1426-dup-0
rec-3642-org, rec-3642-dup-0
rec-2044-org, rec-2044-dup-0
rec-200-org, rec-200-dup-0
rec-8833-org, rec-8833-dup-0
rec-4854-org, rec-4854-dup-0
rec-1802-org, rec-1802-dup-0
rec-4986-org, rec-4986-dup-0
rec-690-org, rec-690-dup-0
rec-6144-org, rec-6144-dup-0
rec-3623-org, rec-3623-dup-0
rec-7305-org, rec-7305-dup-0
rec-2384-org, rec-2384-dup-0
rec-1541-org, rec-1541-dup-0
rec-965-org, rec-965-dup-0
rec-4413-org, rec-4413-dup-0
rec-6450-org, rec-6450-dup-0
rec-45-org, rec-45-dup-0
rec-3269-org, rec-3269-dup-0
rec-7313-org, rec-7313-dup-0
